req,pos,labels
"A company has several warehouses located in different cities. In each of the warehouses is stored merchandise, the different products it needs for its activity. Two different warehouses can have the same products. For each product we also want to know its supplier (name, address), its name, whether it is toxic or not and what volume it occupies. For each warehouse we want to know its surface and its address.",DET NOUN VERB ADJ NOUN VERB ADP ADJ NOUN PUNCT ADP PRON ADP DET NOUN AUX VERB NOUN PUNCT DET ADJ NOUN PRON VERB ADP PRON NOUN PUNCT NUM ADJ NOUN AUX VERB DET ADJ NOUN PUNCT ADP DET NOUN PRON ADV VERB PART VERB PRON NOUN PUNCT NOUN PUNCT NOUN PUNCT PUNCT PRON NOUN PUNCT SCONJ PRON AUX ADJ CCONJ PART CCONJ PRON NOUN PRON VERB PUNCT ADP DET NOUN PRON VERB PART VERB PRON NOUN CCONJ PRON NOUN PUNCT,O entity relationship O entity O O O entity O O O O O entity O relationship entity O O O entity O O O relationship O O O O entity O O O O entity O O O entity O O O O O relationship entity O attr O attr O O relationship attr O O O O attr O O O O attr O O O O O entity O O O O relationship attr O relationship attr O
"Airlines offer different flights
A flight is open for booking and closed by order of the company
A customer can book one or more flights, for different passengers
A reservation concerns a single flight and a single passenger
A reservation can be confirmed or canceled
A flight has a departure airport and an arrival airport
A flight has a day and time of departure, and a day and time of arrival
A flight may include stopovers in one or more airport(s)
A stopover has a departure time and an arrival time
Each airport serves one or more cities",PROPN VERB ADJ NOUN SPACE DET NOUN AUX ADJ ADP NOUN CCONJ VERB ADP NOUN ADP DET NOUN SPACE DET NOUN AUX VERB NUM CCONJ ADJ NOUN PUNCT ADP ADJ NOUN SPACE DET NOUN VERB DET ADJ NOUN CCONJ DET ADJ NOUN SPACE DET NOUN AUX AUX VERB CCONJ VERB SPACE DET NOUN VERB DET NOUN NOUN CCONJ DET NOUN NOUN SPACE DET NOUN VERB DET NOUN CCONJ NOUN ADP NOUN PUNCT CCONJ DET NOUN CCONJ NOUN ADP NOUN SPACE DET NOUN AUX VERB NOUN ADP NUM CCONJ ADJ NOUN PUNCT SPACE DET NOUN VERB DET NOUN NOUN CCONJ DET NOUN NOUN SPACE DET NOUN VERB NUM CCONJ ADJ NOUN,entity relationship O entity O O entity O O O entity O O O O O O O O O entity O relationship O O O entity O O O entity O O entity relationship O O entity O O O entity O O entity O O O O O O O entity relationship O O entity O O O entity O O entity relationship O O O O O O O O O O O O O O O O entity O relationship entity O O O O O O O O entity relationship O O O O O O O O O entity relationship O O O entity
"The popular bank in Morocco contains several agencies, it is characterized by its name (popular bank) and directed by a director, has a capital and an address. THE director of the bank has a name, first name, age and salary (or income). Each agency has an address, employees and an identifier. Each employee also has a surname, first name and date of hire. An employee only works in one agency, but can request a transfer to another agency. An employee can manage one or more customers, the latter has a single account in a given agency, a name, first name and an address. Each registered customer is assigned to an employee in the agency.
An account can either be a paid or unpaid account. Interest-bearing accounts have an interest rate paid annually",DET ADJ NOUN ADP PROPN VERB ADJ NOUN PUNCT PRON AUX VERB ADP PRON NOUN PUNCT ADJ NOUN PUNCT CCONJ VERB ADP DET NOUN PUNCT VERB DET NOUN CCONJ DET NOUN PUNCT DET NOUN ADP DET NOUN VERB DET NOUN PUNCT ADJ NOUN PUNCT NOUN CCONJ NOUN PUNCT CCONJ NOUN PUNCT PUNCT DET NOUN VERB DET NOUN PUNCT NOUN CCONJ DET NOUN PUNCT DET NOUN ADV VERB DET NOUN PUNCT ADJ NOUN CCONJ NOUN ADP NOUN PUNCT DET NOUN ADV VERB ADP NUM NOUN PUNCT CCONJ AUX VERB DET NOUN ADP DET NOUN PUNCT DET NOUN AUX VERB NUM CCONJ ADJ NOUN PUNCT DET ADJ VERB DET ADJ NOUN ADP DET VERB NOUN PUNCT DET NOUN PUNCT ADJ NOUN CCONJ DET NOUN PUNCT DET VERB NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT SPACE DET NOUN AUX CCONJ AUX DET ADJ CCONJ ADJ NOUN PUNCT NOUN PUNCT VERB NOUN VERB DET NOUN NOUN VERB ADV,O O entity relationship O relationship O entity O O O O O O attr O O entity O O O O O entity O relationship O attr O O attr O O entity O O entity relationship O attr O O attr O attr O attr O O O O O O entity relationship O attr O entity O O attr O O entity O relationship O attr O O attr O O O O O O entity O relationship relationship O entity O O O O O O O O entity O O entity O relationship O O O entity O O O relationship O O entity relationship O O entity O O attr O O attr O O attr O O O entity O relationship O O entity relationship O entity O O O entity O O O O O O O entity O O O O O O O O O O O
Model a LAN in which we find two kinds of printers: ASCII printers can only print ASCII documents. PostScript printers can print either ASCII or Postscript documents. The documents are sent around as content of packets.,PROPN DET PROPN ADP PRON PRON VERB NUM NOUN ADP NOUN PUNCT ADJ NOUN AUX ADV VERB NOUN NOUN PUNCT PROPN NOUN AUX VERB CCONJ ADJ CCONJ PROPN NOUN PUNCT DET NOUN AUX VERB ADP ADP NOUN ADP NOUN PUNCT,O O O O O O O O O O entity O O entity O O relationship O entity O O entity O relationship O O O O entity O O entity O O O O O O entity O
"For each admitted animal, its name, breed (if any) and owner must be stored. Each animal should be given an unique numeric identifier. For each owner, its name, address and phone number should be stored. An unique numeric identifier should also be generated for each one of them. An animal might be owner-less. This happens frequently as the clinic often rescues abandoned dogs from the streets in order to treat them and get them new owners. It should be possible to store information about a specific breed even if no animals of that breed have been treated at the clinic. Each appointement always has a responsible physician. All appointements start at a certain date and time; and are attended by an animal (and of course its owner). For each physician, his name, address and phone number should be stored. An unique numeric identifier should also be generated for each one of them. In an appointement, several medical conditions might be detected. Each condition has a common name and a scientific name. No two conditions have the same scientific name. It should be possible to store information about the most common conditions for each different breed in the database.",ADP DET VERB NOUN PUNCT PRON NOUN PUNCT NOUN PUNCT SCONJ PRON PUNCT CCONJ NOUN AUX AUX VERB PUNCT DET NOUN AUX AUX VERB DET ADJ ADJ NOUN PUNCT ADP DET NOUN PUNCT PRON NOUN PUNCT NOUN CCONJ NOUN NOUN AUX AUX VERB PUNCT DET ADJ ADJ NOUN AUX ADV AUX VERB ADP DET NUM ADP PRON PUNCT DET NOUN AUX AUX NOUN PUNCT ADJ PUNCT PRON VERB ADV SCONJ DET NOUN ADV VERB VERB NOUN ADP DET NOUN ADP NOUN PART VERB PRON CCONJ VERB PRON ADJ NOUN PUNCT PRON AUX AUX ADJ PART VERB NOUN ADP DET ADJ NOUN ADV SCONJ DET NOUN ADP DET NOUN AUX AUX VERB ADP DET NOUN PUNCT DET NOUN ADV VERB DET ADJ NOUN PUNCT DET NOUN VERB ADP DET ADJ NOUN CCONJ NOUN PUNCT CCONJ AUX VERB ADP DET NOUN PUNCT CCONJ ADP NOUN PRON NOUN PUNCT PUNCT ADP DET NOUN PUNCT PRON NOUN PUNCT NOUN CCONJ NOUN NOUN AUX AUX VERB PUNCT DET ADJ ADJ NOUN AUX ADV AUX VERB ADP DET NUM ADP PRON PUNCT ADP DET NOUN PUNCT ADJ ADJ NOUN AUX AUX VERB PUNCT DET NOUN VERB DET ADJ NOUN CCONJ DET ADJ NOUN PUNCT DET NUM NOUN VERB DET ADJ ADJ NOUN PUNCT PRON AUX AUX ADJ PART VERB NOUN ADP DET ADV ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT,O O O entity O relationship attr O entity O O O O O entity O O O O O entity O O O O O O attr O O O entity O relationship attr O attr O O O O O O O O O O attr O O O O O O O O O O O entity O O entity O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O O entity O O O entity O O entity O O O O O O O O entity O relationship O O entity O O entity O O O O attr O attr O O O O O O entity O O O O relationship entity O O O O entity O O attr O attr O O O O O O O O O O attr O O O O O O O O O O O O entity O O O entity O O relationship O O entity relationship O O attr O O O attr O O O entity O O O O attr O O O O O O O O O O O O entity O O O entity O O O O
Let the following sentences apply: A directory contains files. A room contains walls. Modems and keyboards are input/output devices. A stock exchange transaction is a purchase or a sale. A bank account can belong to a natural or legal person,VERB DET VERB NOUN VERB PUNCT DET NOUN VERB NOUN PUNCT DET NOUN VERB NOUN PUNCT PROPN CCONJ NOUN AUX NOUN SYM NOUN NOUN PUNCT DET NOUN NOUN NOUN AUX DET NOUN CCONJ DET NOUN PUNCT DET NOUN NOUN AUX VERB ADP DET ADJ CCONJ ADJ NOUN,O O O O O O O entity relationship entity O O entity relationship entity O entity O entity O O O O entity O O O O O O O entity O O entity O O O O O O O O O O O entity
"Each hotel contains a number of rooms, each room is rented by a fixed price. The manager of the hotel manages the rental of the rooms.
Access to the bathrooms is free since it is included in the price of the rooms. Some rooms do not have a bathroom. The other rooms, such as kitchen, reception hall, are not part of the study. People can rent one or more rooms in the hotel. In other words: the hotel accommodates a certain number of people.
The reservation of a room is made by a customer, the manager looks for a free room, if there is the manager gives the price of the room to the customer who becomes the tenant of the room after having paid. Otherwise, the customer leaves.",DET NOUN VERB DET NOUN ADP NOUN PUNCT DET NOUN AUX VERB ADP DET VERB NOUN PUNCT DET NOUN ADP DET NOUN VERB DET NOUN ADP DET NOUN PUNCT SPACE NOUN ADP DET NOUN AUX ADJ SCONJ PRON AUX VERB ADP DET NOUN ADP DET NOUN PUNCT DET NOUN AUX PART VERB DET NOUN PUNCT DET ADJ NOUN PUNCT ADJ ADP NOUN PUNCT NOUN NOUN PUNCT AUX PART NOUN ADP DET NOUN PUNCT NOUN AUX VERB NUM CCONJ ADJ NOUN ADP DET NOUN PUNCT ADP ADJ NOUN PUNCT DET NOUN VERB DET ADJ NOUN ADP NOUN PUNCT SPACE DET NOUN ADP DET NOUN AUX VERB ADP DET NOUN PUNCT DET NOUN VERB ADP DET ADJ NOUN PUNCT SCONJ PRON VERB DET NOUN VERB DET NOUN ADP DET NOUN ADP DET NOUN PRON VERB DET NOUN ADP DET NOUN ADP AUX VERB PUNCT ADV PUNCT DET NOUN VERB PUNCT,O entity relationship O O O entity O O entity O O O O O attr O O entity O O entity relationship O O O O entity O O O O O entity O O O O O O O O attr O O entity O O entity O O O O entity O O O entity O O O O O O O O O O O O O O O entity O relationship O O O entity O O entity O O O O O O entity relationship O O O O entity O O O relationship O O entity O O O O entity O O entity O O O O entity O O O O O entity O O attr O O entity O O entity O O O O O O entity O O O O O O O entity O O
"Every day, the mailman delivers registered mail in a geographical area assigned to him. The inhabitants are also associated with a geographical area. There are two types of registered mail: letters and parcels. As several letter carriers can intervene in the same area, we want, for each registered letter, the letter carrier who delivered it, in addition to the addressee.",DET NOUN PUNCT DET NOUN VERB ADJ NOUN ADP DET ADJ NOUN VERB ADP PRON PUNCT DET NOUN AUX ADV VERB ADP DET ADJ NOUN PUNCT PRON VERB NUM NOUN ADP VERB NOUN PUNCT NOUN CCONJ NOUN PUNCT SCONJ ADJ NOUN NOUN AUX VERB ADP DET ADJ NOUN PUNCT PRON VERB PUNCT ADP DET VERB NOUN PUNCT DET NOUN NOUN PRON VERB PRON PUNCT ADP NOUN ADP DET NOUN PUNCT,O O O O entity relationship O entity O O O O relationship O O O O entity O O relationship O O O O O O O O O O O entity O entity O entity O O O entity O O O O O O O O O O O O O O entity O O entity O O O O O O O O O O O
"Each ingredient has a name, a measuring unit (e.g. olive oil is measured in liters, while eggs are unit based) and a quantity in stock. There are no two ingredients with the same name.
Each dish is composed of several ingredients in a certain quantity. An ingredient can, of course, be used in different dishes. A dish has an unique name and a numeric identifier. There are several tables at the restaurant. Each one of them has an unique numeric identifier and a maximum ammount of people that can be seated there. In each meal, several dishes are consumed at a certain table. The same dish can be eaten more than once in the same meal. A meal takes place in a certain date and has a start and end time. Each meal has a responsible waiter. A waiter has an unique numerical identifier, a name, an address and a phone number. In some cases it is important to store information about the client that consumed the meal. A client has a tax identification number, a name and an address.",DET NOUN VERB DET NOUN PUNCT DET VERB NOUN PUNCT ADV NOUN NOUN AUX VERB ADP NOUN PUNCT SCONJ NOUN AUX NOUN VERB PUNCT CCONJ DET NOUN ADP NOUN PUNCT PRON VERB DET NUM NOUN ADP DET ADJ NOUN PUNCT SPACE DET NOUN AUX VERB ADP ADJ NOUN ADP DET ADJ NOUN PUNCT DET NOUN AUX PUNCT ADP NOUN PUNCT AUX VERB ADP ADJ NOUN PUNCT DET NOUN VERB DET ADJ NOUN CCONJ DET ADJ NOUN PUNCT PRON VERB ADJ NOUN ADP DET NOUN PUNCT DET NOUN ADP PRON VERB DET ADJ ADJ NOUN CCONJ DET ADJ NOUN ADP NOUN PRON AUX AUX VERB ADV PUNCT ADP DET NOUN PUNCT ADJ NOUN AUX VERB ADP DET ADJ NOUN PUNCT DET ADJ NOUN AUX AUX VERB ADJ ADP ADV ADP DET ADJ NOUN PUNCT DET NOUN VERB NOUN ADP DET ADJ NOUN CCONJ VERB DET NOUN CCONJ VERB NOUN PUNCT DET NOUN VERB DET ADJ NOUN PUNCT DET NOUN VERB DET ADJ PROPN NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN NOUN PUNCT ADP DET NOUN PRON AUX ADJ PART VERB NOUN ADP DET NOUN PRON VERB DET NOUN PUNCT DET NOUN VERB DET NOUN NOUN NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,O entity O O attr O O O O O O O O O O O O O O O O O O O O O attr O O O O O O O entity O O O attr O O O entity O relationship O O entity O O O attr O O entity O O O O O O relationship O O entity O O entity O O O attr O O O attr O O O O entity O O O O O O O O O O O O attr O O O O O attr O O O O O O O O entity O O entity O relationship O O O entity O O O entity O O relationship O O O O O O entity O O entity O O O O O attr O O O attr O O O O O entity O O relationship entity O O entity O O O O attr O O attr O O attr O O O O O O O O O O O O O O O O entity O relationship O entity O O entity O O O O O O O attr O O attr O
A national company selling household appliances wishes to carry out a first object analysis experiment with the UML method on a small subset of its IS. This subset concerns the follow-up of the personnel of the local agencies located in the regions. Each region is managed by a regional department which is in charge of a certain number of local agencies. A regional management is characterized by a code and a label. ,DET ADJ NOUN VERB NOUN NOUN NOUN PART VERB ADP DET ADJ NOUN NOUN NOUN ADP DET PROPN NOUN ADP DET ADJ NOUN ADP PRON NOUN PUNCT DET NOUN VERB DET NOUN PUNCT NOUN ADP DET NOUN ADP DET ADJ NOUN VERB ADP DET NOUN PUNCT DET NOUN AUX VERB ADP DET ADJ NOUN PRON AUX ADP NOUN ADP DET ADJ NOUN ADP ADJ NOUN PUNCT DET ADJ NOUN AUX VERB ADP DET NOUN CCONJ DET NOUN PUNCT,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O O entity O relationship O O O O O O O relationship O O O O O O O O O O O O O O O attr O O attr O
"A factory has several machines. Each one of them is operated by several workers. A worker might work in more than one machine. In this factory, several products of different types, are produced. Each different type of product is produced in a single machine. But, the same machine can produce more than one type of product. Products from the same type are all produced from the same single material and have the same weigth. Clients can issue purchase orders. Each order has a list of the desired products and their quantity. For each worker, the following data should be stored in the database: name (first and last), birth date, address and a list of his skills. For each machine, the following data should be stored: serial number, make, model and purchase date. For each client, the followig data should be stored: name, address, phone number and name of the contact person (if any). For each purchase order, the following date should be stored: order number, date it has been made, expected and actual delivery date.",DET NOUN VERB ADJ NOUN PUNCT DET NOUN ADP PRON AUX VERB ADP ADJ NOUN PUNCT DET NOUN AUX VERB ADP ADJ ADP NUM NOUN PUNCT ADP DET NOUN PUNCT ADJ NOUN ADP ADJ NOUN PUNCT AUX VERB PUNCT DET ADJ NOUN ADP NOUN AUX VERB ADP DET ADJ NOUN PUNCT CCONJ PUNCT DET ADJ NOUN AUX VERB ADJ ADP NUM NOUN ADP NOUN PUNCT NOUN ADP DET ADJ NOUN AUX PRON VERB ADP DET ADJ ADJ NOUN CCONJ VERB DET ADJ NOUN PUNCT NOUN AUX VERB NOUN NOUN PUNCT DET NOUN VERB DET NOUN ADP DET VERB NOUN CCONJ PRON NOUN PUNCT ADP DET NOUN PUNCT DET VERB NOUN AUX AUX VERB ADP DET NOUN PUNCT NOUN PUNCT ADV CCONJ ADJ PUNCT PUNCT NOUN NOUN PUNCT NOUN CCONJ DET NOUN ADP PRON NOUN PUNCT ADP DET NOUN PUNCT DET VERB NOUN AUX AUX VERB PUNCT ADJ NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT ADP DET NOUN PUNCT DET NOUN NOUN AUX AUX VERB PUNCT NOUN PUNCT NOUN PUNCT NOUN NOUN CCONJ NOUN ADP DET NOUN NOUN PUNCT SCONJ PRON PUNCT PUNCT ADP DET NOUN NOUN PUNCT DET VERB NOUN AUX AUX VERB PUNCT NOUN NOUN PUNCT NOUN PRON AUX AUX VERB PUNCT VERB CCONJ ADJ NOUN NOUN PUNCT,O entity relationship O entity O O O O O O relationship O O entity O O entity O relationship O O O O entity O O O entity O O entity O O O O O O O O O O O entity O O O O O entity O O O O O entity O relationship O O O O O entity O entity O O O O O O O O O O O attr O O O O attr O entity O O relationship entity O O entity relationship O O O O O entity O O attr O O O entity O O O O O O O O O O O attr O O O O O O O attr O attr O O O O O attr O O O entity O O O O O O O O attr attr O attr O attr O relationship attr O O O entity O O O O O O O O attr O attr O O attr O attr O O O O O O O O O O O relationship entity O O O attr O O O O entity attr O attr O relationship O O O O O O O attr O
"To facilitate its management, a storage warehouse plans to computerize. The software to be produced must automatically allocate a location for the loading of the trucks that convey the stock to be stored.

The operation of the computer system must be as follows:

unloading a truck: when a truck arrives, an employee must enter the characteristics of each item into the system; the system then produces a list with a location for each item;
loading a truck: the characteristics of the items to be loaded into a truck are entered by an employee in order to indicate to the system to free up slots.
Loading and unloading is done manually.

Warehouse employees are under the responsibility of a manager whose role is to supervise the proper application of the instructions.",PART VERB PRON NOUN PUNCT DET NOUN NOUN VERB PART VERB PUNCT DET NOUN PART AUX VERB AUX ADV VERB DET NOUN ADP DET NOUN ADP DET NOUN PRON VERB DET NOUN PART AUX VERB PUNCT SPACE DET NOUN ADP DET NOUN NOUN AUX AUX SCONJ VERB PUNCT SPACE VERB DET NOUN PUNCT SCONJ DET NOUN VERB PUNCT DET NOUN AUX VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT DET NOUN ADV VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT SPACE VERB DET NOUN PUNCT DET NOUN ADP DET NOUN PART AUX VERB ADP DET NOUN AUX VERB ADP DET NOUN ADP NOUN PART VERB ADP DET NOUN PART VERB ADP NOUN PUNCT SPACE NOUN CCONJ NOUN AUX VERB ADV PUNCT SPACE PROPN NOUN AUX ADP DET NOUN ADP DET NOUN DET NOUN AUX PART VERB DET ADJ NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O O O entity O O O O O O entity O O O O O O O O O O O O O O O entity O O O O O O O O O O entity O O O O O O O O O O entity O O O O O O O O O O entity O O O O entity O O O O O entity entity O O O O O O entity O O O O relationship O O O O O entity O
Cinemas are composed of several rooms. Films are shown in theaters. The corresponding screenings take place at a specific time each.,PROPN AUX VERB ADP ADJ NOUN PUNCT NOUN AUX VERB ADP NOUN PUNCT DET ADJ NOUN VERB NOUN ADP DET ADJ NOUN PRON PUNCT,entity O relationship O O entity O entity O relationship O entity O O O O O O O O O O O O
A house may have any number of pets living in it. The two possible types of pets that can live in a house are dogs and cats. Each dog or cat has a name. An animal’s house is its one and only home. You can ell an animal to make noise and it will do its thing.,DET NOUN AUX VERB DET NOUN ADP NOUN VERB ADP PRON PUNCT DET NUM ADJ NOUN ADP NOUN PRON AUX VERB ADP DET NOUN AUX NOUN CCONJ NOUN PUNCT DET NOUN CCONJ NOUN VERB DET NOUN PUNCT DET NOUN PART NOUN AUX PRON NUM CCONJ ADJ NOUN PUNCT PRON AUX VERB DET NOUN PART VERB NOUN CCONJ PRON AUX VERB PRON NOUN PUNCT,O entity O O O O O entity O O O O O O O O O entity O O relationship O O entity O entity O entity O O entity O entity O O attr O O O O entity O O O O O O O O O O O O O O O O O O O O O O
"A real estate agency lists a number of properties of different types for sale. Properties that gets sold
are removed from the list, and new ones can be added. The maximum number of properties the
agency can handle at a given time is 100.
All property entries show the property area in m2
, number of rooms, neighborhood name, and price.
Description of each of the types of listed properties include:
Villa: has a swimming pool or not, and number of adjacent streets
Apartment: on which floor? and is there a parking lot?
Furnished apartment: furniture quality on a scale 1(best) to 5
",DET ADJ NOUN NOUN VERB DET NOUN ADP NOUN ADP ADJ NOUN ADP NOUN PUNCT NOUN PRON AUX VERB SPACE AUX VERB ADP DET NOUN PUNCT CCONJ ADJ NOUN AUX AUX VERB PUNCT DET ADJ NOUN ADP NOUN DET SPACE NOUN AUX VERB ADP DET VERB NOUN AUX NUM PUNCT SPACE DET NOUN NOUN VERB DET NOUN NOUN ADP PROPN SPACE PUNCT NOUN ADP NOUN PUNCT NOUN NOUN PUNCT CCONJ NOUN PUNCT SPACE NOUN ADP PRON ADP DET NOUN ADP VERB NOUN VERB PUNCT SPACE PROPN PUNCT VERB DET NOUN NOUN CCONJ PART PUNCT CCONJ NOUN ADP ADJ NOUN SPACE NOUN PUNCT ADP DET NOUN PUNCT CCONJ AUX PRON DET NOUN NOUN PUNCT SPACE VERB NOUN PUNCT NOUN NOUN ADP DET NOUN NUM PUNCT ADP NUM SPACE,O O O entity O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O O entity O O O O O O O O O O O entity O O O entity attr O O O O O O attr O O O O O attr O O O O O O O O O O entity relationship O O entity O O O O O O O O O O O O O O entity O O O attr O O O O O attr O O O O O O O O O O O O O O O O
"A company offers several trains.
A train is closed or open for reservation.
A customer can book one or more trains.
Each reservation concerns a single passenger and a single train.
Two states for a reservation: either canceled or confirmed.
A train has an arrival station or a departure station.
A train has a departure day, a departure time, and an arrival time.
A train may include stops at stations.
A stop has a departure time and an arrival time.
Each station organizes trips to one or more cities.
A station has a name, organizes trips to several cities.
a station has a name.
a customer or passenger has a surname, first name, address and telephone number.
a company has a name.
a stop and linked to a departure time and an arrival time.
a city has a name.
a train has an identifier, a departure and arrival date, a departure and arrival time.",DET NOUN VERB ADJ NOUN PUNCT SPACE DET NOUN AUX ADJ CCONJ ADJ ADP NOUN PUNCT SPACE DET NOUN AUX VERB NUM CCONJ ADJ NOUN PUNCT SPACE DET NOUN VERB DET ADJ NOUN CCONJ DET ADJ NOUN PUNCT SPACE NUM NOUN ADP DET NOUN PUNCT CCONJ VERB CCONJ VERB PUNCT SPACE DET NOUN VERB DET NOUN NOUN CCONJ DET NOUN NOUN PUNCT SPACE DET NOUN VERB DET NOUN NOUN PUNCT DET NOUN NOUN PUNCT CCONJ DET NOUN NOUN PUNCT SPACE DET NOUN AUX VERB NOUN ADP NOUN PUNCT SPACE DET NOUN VERB DET NOUN NOUN CCONJ DET NOUN NOUN PUNCT SPACE DET NOUN VERB NOUN ADP NUM CCONJ ADJ NOUN PUNCT SPACE DET NOUN VERB DET NOUN PUNCT VERB NOUN ADP ADJ NOUN PUNCT SPACE DET NOUN VERB DET NOUN PUNCT SPACE DET NOUN CCONJ NOUN VERB DET NOUN PUNCT ADJ NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT SPACE DET NOUN VERB DET NOUN PUNCT SPACE DET NOUN CCONJ VERB ADP DET NOUN NOUN CCONJ DET NOUN NOUN PUNCT SPACE DET NOUN VERB DET NOUN PUNCT SPACE DET NOUN VERB DET NOUN PUNCT DET NOUN CCONJ NOUN NOUN PUNCT DET NOUN CCONJ NOUN NOUN PUNCT,O entity relationship O entity O O O entity O relationship O relationship O entity O O O entity O O O O O entity O O O entity relationship O O entity O O O entity O O O O O O entity O O O O O O O O entity relationship O O entity O O attr entity O O O entity relationship O attr O O O attr O O O O O O O O O entity O relationship entity O O O O O entity relationship O attr O O O O O O O O entity relationship O O O O O entity O O O entity relationship O attr O relationship O O O entity O O O entity relationship O attr O O O entity O entity relationship O attr O O attr O attr O O O O O O entity relationship O attr O O O entity O O O O attr O O O O O O O O entity relationship O attr O O O entity relationship O attr O O attr O O O O O attr O O O O
"An employee takes care of registering the loans of members who want to borrow the CD-ROMs. The employee must first authenticate to perform this operation. Each cd borrowed must be returned to the library employee after a period of 3 days. The member can therefore reserve CD-ROMs containing games, each reservation must mention the borrower, the game and the date of reservation. The member is notified when the game (cd) returns to the shelves.
The employee can also organize events, to do so he must provide the following information: the minimum and maximum number of participants, the games to be tested, the date of the event and the start time of the event.
The member who wishes to participate in an event can register provided that there is still space available. To do so, he must enter a password and login.
If the member finds an available place then he can pay his subscription online by an external payment system.",DET NOUN VERB NOUN ADP VERB DET NOUN ADP NOUN PRON VERB PART VERB DET NOUN PUNCT NOUN PUNCT DET NOUN AUX ADV VERB PART VERB DET NOUN PUNCT DET PROPN VERB AUX AUX VERB ADP DET NOUN NOUN ADP DET NOUN ADP NUM NOUN PUNCT DET NOUN AUX ADV VERB PROPN PUNCT NOUN VERB NOUN PUNCT DET NOUN AUX VERB DET NOUN PUNCT DET NOUN CCONJ DET NOUN ADP NOUN PUNCT DET NOUN AUX VERB SCONJ DET NOUN PUNCT PROPN PUNCT VERB ADP DET NOUN PUNCT SPACE DET NOUN AUX ADV VERB NOUN PUNCT PART VERB ADV PRON AUX VERB DET VERB NOUN PUNCT DET ADJ CCONJ ADJ NOUN ADP NOUN PUNCT DET NOUN PART AUX VERB PUNCT DET NOUN ADP DET NOUN CCONJ DET ADJ NOUN ADP DET NOUN PUNCT SPACE DET NOUN PRON VERB PART VERB ADP DET NOUN AUX VERB VERB SCONJ PRON VERB ADV NOUN ADJ PUNCT PART VERB ADV PUNCT PRON AUX VERB DET NOUN CCONJ NOUN PUNCT SPACE SCONJ DET NOUN VERB DET ADJ NOUN ADV PRON AUX VERB PRON NOUN ADV ADP DET ADJ NOUN NOUN PUNCT,O entity O O O relationship O O O entity O O O relationship O O O O O O entity O O O O O O O O O O O O O O O O O entity O O O O O O O O entity O O relationship O O O O entity O O entity O O O attr O O attr O O attr O entity O O entity O O O O attr O O O O O O O O O O entity O O relationship entity O O O O O O O O O O O O O O O O O O O O entity O O relationship O O attr O O entity O O O O O O entity O O O entity O O O relationship O O entity O O O O O O O O O O O O O O O O O O O O O O O O O entity O O O O O O O relationship O entity O O O O O O O
"A token-ring based local-area-network (LAN) is a network consisting of nodes, in which network packets are sent around. Every node has a unique name within the network, and refers to its next node. Different kinds of nodes exist: workstations are originators of messages; servers and printers are network nodes that can receive messages. Packets contain an originator, a destination and content, and are sent around on a network. A LAN is a circular configuration of nodes.",DET ADJ PUNCT NOUN VERB ADJ PUNCT NOUN PUNCT NOUN PUNCT PROPN PUNCT AUX DET NOUN VERB ADP NOUN PUNCT ADP PRON NOUN NOUN AUX VERB ADV PUNCT DET NOUN VERB DET ADJ NOUN ADP DET NOUN PUNCT CCONJ VERB ADP PRON ADJ NOUN PUNCT ADJ NOUN ADP NOUN VERB PUNCT NOUN AUX NOUN ADP NOUN PUNCT NOUN CCONJ NOUN AUX NOUN NOUN PRON AUX VERB NOUN PUNCT NOUN VERB DET NOUN PUNCT DET NOUN CCONJ NOUN PUNCT CCONJ AUX VERB ADP ADP DET NOUN PUNCT DET PROPN AUX DET ADJ NOUN ADP NOUN PUNCT,O O O O O O O O O entity O entity O O O entity O O entity O O O entity entity O O O O O entity O O O attr O O entity O O O O O relationship entity O O O O entity O O entity O O O O O entity O entity O entity entity O O O O O entity O O attr O O attr O attr O O O O O O O entity O O entity O O O O O entity O
